entry_date,exit_date,net_credit,exit_debit,put_short,put_long,call_short,call_long,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2026-03-13,2026-03-17,86.95,0.0,22950,22800,23450,23600,63.05,5921.250000000001,expiry,5.921250000000001,2302.500000000001
2026-03-20,2026-03-24,112.05,5.05,22900,22700,23350,23550,87.95,7424.999999999999,target,7.425,9727.5
2026-03-25,2026-03-30,90.85,0.0,23050,22900,23550,23700,59.15,6213.750000000001,expiry,6.213750000000001,15941.25
2026-04-02,2026-04-07,123.7,0.0,22550,22350,23000,23200,76.3,8677.5,expiry,8.6775,24618.75
2026-04-09,2026-04-13,78.75,0.1,23600,23450,24100,24300,121.25,5298.75,target,5.29875,29917.5
2026-04-17,2026-04-21,64.55,1.7,24100,23950,24600,24800,135.45,4113.75,target,4.1137500000000005,34031.25
2026-04-24,2026-04-28,85.7,0.1,23700,23500,24150,24350,114.3,5820.000000000001,target,5.820000000000001,39851.25
2026-04-30,2026-05-05,84.25,0.1,23850,23650,24350,24550,115.75,5711.25,target,5.71125,45562.5
2026-05-08,2026-05-12,60.5,199.85,24000,23800,24500,24650,139.5,-11051.250000000002,stop_loss,-11.051250000000001,34511.25
2026-05-15,2026-05-19,65.6,0.05,23400,23200,23900,24050,134.4,4316.250000000001,target,4.316250000000001,38827.5
2026-05-22,2026-05-26,57.25,0.1,23500,23300,24000,24150,142.75,3686.25,target,3.68625,42513.75
2026-05-29,2026-06-02,66.35,21.45,23500,23300,24000,24200,133.65,2767.4999999999995,target,2.7674999999999996,45281.25
2026-06-05,2026-06-09,49.0,0.25,23200,23050,23700,23850,101.0,3056.25,target,3.05625,48337.5
2026-06-12,2026-06-16,63.8,0.0,23450,23250,23900,24100,136.2,4185.0,expiry,4.185,52522.5
2026-06-19,2026-06-22,35.0,11.4,23800,23600,24300,24500,165.0,1169.9999999999998,target,1.1699999999999997,53692.5
2026-06-25,2026-06-30,35.55,7.25,23850,23650,24350,24550,164.45,1522.5,target,1.5225,55215.0
2026-07-03,2026-07-06,26.0,9.6,24100,23900,24600,24800,174.0,630.0,target,0.63,55845.0
2026-07-10,2026-07-14,31.4,1.2,24000,23800,24500,24700,168.6,1665.0,target,1.6650000000000003,57510.0
