entry_date,exit_date,net_credit,exit_debit,put_short,put_long,call_short,call_long,max_loss_per_share,pnl,exit_reason,ret_pct,cum_pnl
2026-01-16,2026-01-19,12.5,6.9,25350,25100,26150,26400,237.5,-179.99999999999994,target,-0.17999999999999994,-18123.75
2026-01-22,2026-01-27,23.65,0.35,24950,24700,25750,26000,226.35,1147.4999999999998,target,1.1474999999999997,-16976.25
2026-01-30,2026-02-03,72.6,2.2,25050,24800,25800,26050,177.4,4680.0,target,4.68,-12296.25
2026-02-06,2026-02-10,16.8,0.05,25350,25100,26100,26400,283.2,656.25,target,0.65625,-11640.0
2026-02-13,2026-02-17,22.55,0.05,25150,24900,25900,26150,227.45,1087.5,target,1.0875,-10552.5
2026-02-20,2026-02-23,28.2,14.95,25200,24950,25950,26200,221.8,393.7499999999998,target,0.39374999999999977,-10158.75
2026-02-26,2026-03-02,28.85,242.5,25250,25000,26000,26300,271.15,-16623.75,stop_loss,-16.62375,-26782.5
2026-03-06,2026-03-10,91.15,1.85,24200,23950,24900,25150,158.85,6097.500000000001,target,6.097500000000001,-20685.0
2026-03-13,2026-03-17,102.5,39.15,22850,22600,23550,23800,147.5,4151.25,target,4.15125,-16533.75
2026-03-20,2026-03-24,91.75,0.65,22800,22550,23500,23700,158.25,6232.5,target,6.2325,-10301.25
2026-03-25,2026-03-30,114.7,0.0,22950,22700,23650,23900,135.3,8002.500000000002,expiry,8.002500000000001,-2298.749999999998
2026-04-02,2026-04-07,122.3,21.2,22450,22200,23100,23350,127.7,6982.5,target,6.9825,4683.750000000002
2026-04-09,2026-04-13,77.25,0.1,23500,23250,24200,24450,172.75,5186.25,target,5.18625,9870.000000000002
2026-04-17,2026-04-21,48.0,0.05,24000,23750,24750,25000,202.0,2996.25,target,2.99625,12866.250000000002
2026-04-24,2026-04-27,56.0,23.9,23550,23300,24300,24500,194.0,1807.5,target,1.8075,14673.750000000002
2026-04-30,2026-05-04,71.95,26.1,23750,23500,24450,24700,178.05,2838.75,target,2.83875,17512.5
2026-05-08,2026-05-12,40.25,200.9,23850,23650,24600,24850,209.75,-12648.749999999998,stop_loss,-12.648749999999998,4863.750000000002
2026-05-15,2026-05-18,56.8,23.7,23300,23050,24000,24250,193.2,1882.4999999999995,target,1.8824999999999994,6746.250000000002
2026-05-22,2026-05-26,43.7,0.05,23400,23150,24100,24350,206.3,2673.75,target,2.67375,9420.000000000002
2026-05-29,2026-06-02,48.45,0.85,23400,23150,24100,24350,201.55,2970.0,target,2.97,12390.000000000002
2026-06-05,2026-06-09,43.35,0.1,23100,22850,23800,24050,206.65,2643.75,target,2.64375,15033.750000000002
2026-06-12,2026-06-15,42.25,24.3,23350,23100,24050,24300,207.75,746.25,target,0.7462500000000001,15780.000000000002
2026-06-19,2026-06-22,20.0,5.25,23700,23450,24400,24650,230.0,506.25,target,0.50625,16286.250000000002
2026-06-25,2026-06-30,21.8,0.55,23750,23500,24450,24700,228.2,993.75,target,0.99375,17280.0
2026-07-03,2026-07-06,14.75,4.05,24000,23750,24700,24950,235.25,202.5,target,0.20249999999999999,17482.5
2026-07-10,2026-07-14,18.6,0.15,23900,23650,24600,24850,231.4,783.7500000000002,target,0.7837500000000003,18266.25
